,Year,Event,Gender,Comp Rank,Athlete Name,Nationality,Group,Body Weight (kg),Snatch 1 (kg),Snatch 2 (kg),Snatch 3 (kg),Max Snatch,Snatch Rank,C/J 1 (kg),C/J 2 (kg),C/J 3 (kg),Max C/J,C/J Rank,Total
0,2008,oly,M,1.0,Matthias Steiner,GER,A,145.93,198.0,203.0,-207.0,203.0,4,-246.0,248.0,258.0,258.0,1,461.0
1,2008,oly,M,2.0,Evgeny Chigishev,RUS,A,124.13,200.0,205.0,210.0,210.0,1,240.0,247.0,250.0,250.0,2,460.0
2,2008,oly,M,3.0,Viktors Ščerbatihs,LAT,A,144.97,198.0,203.0,206.0,206.0,3,242.0,-244.0,-257.0,242.0,3,448.0
3,2008,oly,M,4.0,Artem Udachyn,UKR,A,144.09,197.0,203.0,207.0,207.0,2,-235.0,235.0,-241.0,235.0,4,442.0
4,2008,oly,M,5.0,Ihor Shymechko,UKR,A,130.25,193.0,197.0,201.0,201.0,5,217.0,227.0,232.0,232.0,6,433.0
5,2008,oly,M,6.0,Rashid Sharifi,IRI,B,142.89,188.0,192.0,196.0,196.0,6,230.0,-238.0,-238.0,230.0,7,426.0
6,2008,oly,M,7.0,Grzegorz Kleszcz,POL,A,131.16,-185.0,185.0,-190.0,185.0,8,-232.0,-234.0,234.0,234.0,5,419.0
7,2008,oly,M,8.0,Almir Velagić,GER,B,132.16,180.0,184.0,188.0,188.0,7,220.0,225.0,-230.0,225.0,8,413.0
8,2008,oly,M,9.0,Damon Kelly,AUS,B,154.15,165.0,-170.0,-170.0,165.0,11,-211.0,211.0,221.0,221.0,9,386.0
9,2008,oly,M,10.0,Itte Detenamo,NRU,B,148.48,165.0,170.0,175.0,175.0,9,205.0,210.0,-215.0,210.0,10,385.0
10,2008,oly,M,11.0,Antti Everi,FIN,B,130.04,-166.0,166.0,171.0,171.0,10,195.0,-201.0,-201.0,195.0,11,366.0
11,2008,oly,M,12.0,Sam Pera,COK,B,122.96,148.0,-155.0,155.0,155.0,12,-188.0,188.0,195.0,195.0,11,350.0
12,2008,oly,M,13.0,Maamaloa Lolohea,TGA,B,135.13,127.0,135.0,140.0,140.0,13,173.0,-185.0,-185.0,173.0,13,313.0
13,2008,oly,M,0.0,Jeon Sang-guen,KOR,A,155.49,-195.0,-195.0,-195.0,-195.0,14,0.0,0.0,0.0,0.0,14,0.0
