,Year,Event,Gender,Comp Rank,Athlete Name,Nationality,Group,Body Weight (kg),Snatch 1 (kg),Snatch 2 (kg),Snatch 3 (kg),Max Snatch,Snatch Rank,C/J 1 (kg),C/J 2 (kg),C/J 3 (kg),Max C/J,C/J Rank,Total
0,1992,oly,M,1.0,Israel Militosyan,EUN,A,67.25,152.5,155.0,-157.5,155.0,1,177.5,182.5,-187.5,182.5,1,337.5
1,1992,oly,M,2.0,Yoto Yotov,BUL,A,67.05,145.0,150.0,-152.5,150.0,2,-177.5,177.5,-182.5,177.5,2,327.5
2,1992,oly,M,3.0,Andreas Behm,GER,A,67.25,135.0,140.0,145.0,145.0,3,175.0,-185.0,-185.0,175.0,3,320.0
3,1992,oly,M,4.0,Abdel Manaane Yahiaoui,ALG,A,67.5,135.0,140.0,-142.5,140.0,4,170.0,-175.0,175.0,175.0,3,315.0
4,1992,oly,M,5.0,Jouni GrÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¶nman,FIN,A,67.4,-135.0,135.0,-140.0,135.0,6,165.0,170.0,-172.5,170.0,5,305.0
5,1992,oly,M,6.0,Eyne Acevedo,COL,A,66.75,125.0,-130.0,130.0,130.0,10,165.0,170.0,-175.0,170.0,5,300.0
6,1992,oly,M,7.0,Im Sang-Ho,PRK,A,67.25,135.0,0.0,0.0,135.0,6,165.0,0.0,0.0,165.0,7,300.0
7,1992,oly,M,8.0,Tim McRae,USA,A,67.25,127.5,132.5,135.0,135.0,6,157.5,162.5,-165.0,162.5,9,297.5
8,1992,oly,M,9.0,Noriaki Horikoshi,JPN,A,67.3,125.0,130.0,-132.5,130.0,10,160.0,165.0,-170.0,165.0,7,295.0
9,1992,oly,M,10.0,Vernon Patao,USA,A,66.65,127.5,132.5,-135.0,132.5,9,157.5,-162.5,-162.5,157.5,13,290.0
10,1992,oly,M,11.0,Fatmir Bushi,ALB,A,67.1,-130.0,130.0,-132.5,130.0,10,160.0,-165.0,-167.5,160.0,10,290.0
11,1992,oly,M,12.0,Attila Feri,ROU,A,67.2,125.0,130.0,-132.5,130.0,10,160.0,-170.0,0.0,160.0,10,290.0
12,1992,oly,M,13.0,Sokol Bishanaku,ALB,A,67.15,125.0,0.0,-130.0,125.0,14,155.0,157.5,-160.0,157.5,13,282.5
13,1992,oly,M,14.0,JosÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â© Alexander Medina,VEN,A,67.05,-120.0,120.0,-125.0,120.0,15,160.0,-165.0,-165.0,160.0,10,280.0
14,1992,oly,M,15.0,Mohamed Meziane,MAR,A,67.15,-115.0,115.0,-125.0,115.0,16,145.0,150.0,-155.0,150.0,15,265.0
15,1992,oly,M,16.0,Wang Yong,CHN,A,67.05,140.0,-140.0,-140.0,140.0,4,-177.5,-177.5,-177.5,-177.5,18,-37.5
16,1992,oly,M,17.0,Fernando Mariaca,ESP,A,67.2,-125.0,-125.0,-130.0,-125.0,17,0.0,0.0,0.0,0.0,16,-125.0
17,1992,oly,M,18.0,Kazem Panjavi,IRI,A,67.25,-125.0,-125.0,-125.0,-125.0,17,0.0,0.0,0.0,0.0,16,-125.0
