,Year,Event,Gender,Comp Rank,Athlete Name,Nationality,Group,Body Weight (kg),Snatch 1 (kg),Snatch 2 (kg),Snatch 3 (kg),Max Snatch,Snatch Rank,C/J 1 (kg),C/J 2 (kg),C/J 3 (kg),Max C/J,C/J Rank,Total
0,2016,oly,W,1.0,Deng Wei,China,A,62.34,108.0,112.0,115.0,115.0,1,138.0,147.0,0.0,147.0,1,262.0
1,2016,oly,W,2.0,Choe Hyo-sim,North Korea,A,62.17,105.0,-109.0,-111.0,105.0,4,135.0,138.0,143.0,143.0,2,248.0
2,2016,oly,W,3.0,Karina Goricheva,Kazakhstan,A,62.66,-107.0,107.0,111.0,111.0,2,132.0,-137.0,-137.0,132.0,3,243.0
3,2016,oly,W,4.0,Mercedes Pérez,Colombia,A,62.74,100.0,-104.0,104.0,104.0,5,125.0,130.0,-137.0,130.0,4,234.0
4,2016,oly,W,5.0,Eva Gurrola,Mexico,A,62.6,97.0,-100.0,100.0,100.0,6,120.0,-125.0,-125.0,120.0,6,220.0
5,2016,oly,W,6.0,Giorgia Bordignon,Italy,A,62.75,94.0,-98.0,98.0,98.0,8,115.0,119.0,-123.0,119.0,7,217.0
6,2016,oly,W,7.0,Esraa El-Sayed,Egypt,B,61.98,93.0,97.0,100.0,100.0,6,112.0,116.0,-118.0,116.0,8,216.0
7,2016,oly,W,8.0,Marina Rodríguez,Cuba,B,62.2,87.0,91.0,94.0,94.0,9,117.0,121.0,-123.0,121.0,5,215.0
8,2016,oly,W,9.0,Namika Matsumoto,Japan,B,62.86,90.0,-94.0,-95.0,90.0,10,107.0,111.0,115.0,115.0,9,205.0
9,2016,oly,W,10.0,Anni Vuohijoki,Finland,B,62.26,85.0,-88.0,-89.0,85.0,11,104.0,107.0,-113.0,107.0,10,192.0
10,2016,oly,W,11.0,Joana Palacios,Argentina,B,62.95,80.0,83.0,-86.0,83.0,13,101.0,102.0,107.0,107.0,10,190.0
11,2016,oly,W,12.0,Elisa Ravololoniaina,Madagascar,B,61.91,75.0,80.0,85.0,85.0,11,95.0,-100.0,100.0,100.0,12,185.0
12,2016,oly,W,13.0,Mehtap Kurnaz,Turkey,B,62.16,78.0,81.0,-83.0,81.0,14,100.0,-103.0,-105.0,100.0,12,181.0
13,2016,oly,W,0.0,Siripuch Gulnoi,Thailand,A,62.56,105.0,108.0,-110.0,108.0,3,-132.0,-132.0,-132.0,-132.0,14,0.0
