,Year,Event,Gender,Comp Rank,Athlete Name,Nationality,Group,Body Weight (kg),Snatch 1 (kg),Snatch 2 (kg),Snatch 3 (kg),Max Snatch,Snatch Rank,C/J 1 (kg),C/J 2 (kg),C/J 3 (kg),Max C/J,C/J Rank,Total
0,2000,oly,W,1.0,Ding Meiyuan,CHN,A,103.56,130.0,-135.0,135.0,135.0,1,157.5,162.5,165.0,165.0,1,300.0
1,2000,oly,W,2.0,Agata Wróbel,POL,A,119.42,-125.0,125.0,132.5,132.5,2,155.0,162.5,-170.0,162.5,2,295.0
2,2000,oly,W,3.0,Cheryl Haworth,USA,A,139.38,117.5,122.5,125.0,125.0,3,140.0,142.5,145.0,145.0,3,270.0
3,2000,oly,W,4.0,Carmenza Delgado,COL,A,91.78,110.0,-115.0,115.0,115.0,4,140.0,145.0,-147.5,145.0,3,260.0
4,2000,oly,W,5.0,Helen Idahosa,NGR,A,97.04,-110.0,110.0,-115.0,110.0,7,135.0,140.0,-145.0,140.0,5,250.0
5,2000,oly,W,6.0,Monique Riesterer,GER,A,93.52,105.0,110.0,112.5,112.5,6,127.5,132.5,-137.5,132.5,7,245.0
6,2000,oly,W,7.0,Moon Kyung-ae,KOR,A,94.52,110.0,-115.0,-115.0,110.0,7,135.0,-147.5,-147.5,135.0,6,245.0
7,2000,oly,W,8.0,Olivia Baker,NZL,A,94.74,100.0,-105.0,105.0,105.0,10,125.0,-130.0,130.0,130.0,8,235.0
8,2000,oly,W,9.0,Melinda Szik,HUN,A,97.3,-102.5,102.5,107.5,107.5,9,122.5,-127.5,127.5,127.5,9,235.0
9,2000,oly,W,10.0,Sheeva Peo,NRU,A,92.34,92.5,-97.5,97.5,97.5,11,122.5,-127.5,-127.5,122.5,10,220.0
10,2000,oly,W,0.0,Vita Rudenok,UKR,A,106.98,105.0,110.0,115.0,115.0,4,0.0,0.0,0.0,0.0,11,0.0
