,Year,Event,Gender,Comp Rank,Athlete Name,Nationality,Group,Body Weight (kg),Snatch 1 (kg),Snatch 2 (kg),Snatch 3 (kg),Max Snatch,Snatch Rank,C/J 1 (kg),C/J 2 (kg),C/J 3 (kg),Max C/J,C/J Rank,Total
0,1980,oly,M,1.0,Kanybek Osmonaliyev,URS,A,51.7,102.5,107.5,-110.0,107.5,4,132.5,137.5,-142.5,137.5,1,245.0
1,1980,oly,M,2.0,Ho Bong-chol,PRK,A,51.9,105.0,110.0,-113.0,110.0,1,135.0,-140.0,-140.0,135.0,2,245.0
2,1980,oly,M,3.0,Han Gyong-si,PRK,A,52.0,105.0,110.0,-113.0,110.0,1,135.0,-140.0,-140.0,135.0,2,245.0
3,1980,oly,M,4.0,Béla Oláh,HUN,A,52.1,102.5,107.5,110.0,110.0,1,130.0,-135.0,135.0,135.0,2,245.0
4,1980,oly,M,5.0,Stefan Leletko,POL,A,51.7,100.0,105.0,-107.5,105.0,6,130.0,135.0,-140.0,135.0,2,240.0
5,1980,oly,M,6.0,Ferenc Hornyák,HUN,A,52.0,102.5,107.5,-110.0,107.5,4,-130.0,130.0,-135.0,130.0,6,237.5
6,1980,oly,M,7.0,Francisco Casamayor,CUB,A,51.45,97.5,102.5,-105.0,102.5,7,-127.5,-127.5,130.0,130.0,6,232.5
7,1980,oly,M,8.0,Adyaagiin Jügdernamjil,MGL,A,51.65,90.0,95.0,97.5,97.5,8,117.5,-122.5,-122.5,117.5,9,215.0
8,1980,oly,M,9.0,Gaetano Tosto,ITA,A,51.95,90.0,95.0,-97.5,95.0,9,112.5,117.5,120.0,120.0,8,215.0
9,1980,oly,M,10.0,Ioannis Katsaidonis,GRE,A,51.7,90.0,-95.0,95.0,95.0,9,112.5,-117.5,-117.5,112.5,12,207.5
10,1980,oly,M,11.0,Humberto Fuentes,VEN,A,52.0,-90.0,-90.0,90.0,90.0,11,117.5,-127.5,-127.5,117.5,9,207.5
11,1980,oly,M,12.0,Giuseppe Chiapparo,BEL,A,51.65,-85.0,85.0,90.0,90.0,11,110.0,-115.0,-115.0,110.0,13,200.0
12,1980,oly,M,13.0,Raúl Diniz,POR,A,51.6,82.5,-87.5,-87.5,82.5,17,115.0,-120.0,-122.5,115.0,11,197.5
13,1980,oly,M,14.0,Imade Kadro,SYR,A,51.45,77.5,85.0,-87.5,85.0,15,105.0,-110.0,-110.0,105.0,15,190.0
14,1980,oly,M,15.0,Almabruk Mahmud Mahmud,LBA,A,51.95,-85.0,85.0,-87.5,85.0,15,-105.0,-105.0,105.0,105.0,15,190.0
15,1980,oly,M,16.0,Durval de Moraes,BRA,A,51.25,80.0,-85.0,-85.0,80.0,18,107.5,-112.5,-112.5,107.5,14,187.5
16,1980,oly,M,0.0,Karunagaran Ekambaram,IND,A,51.9,90.0,-95.0,0.0,90.0,11,0.0,0.0,0.0,0.0,17,0.0
17,1980,oly,M,0.0,Dorjiin Enkhbaatar,MGL,A,51.65,90.0,-95.0,-95.0,90.0,11,-120.0,-120.0,-120.0,-120.0,18,0.0
