,Year,Event,Gender,Comp Rank,Athlete Name,Nationality,Group,Body Weight (kg),Snatch 1 (kg),Snatch 2 (kg),Snatch 3 (kg),Max Snatch,Snatch Rank,C/J 1 (kg),C/J 2 (kg),C/J 3 (kg),Max C/J,C/J Rank,Total
0,2012,oly,M,1.0,Om Yun-chol,PRK,B,55.76,120.0,-125.0,125.0,125.0,6,160.0,165.0,168.0,168.0,1,293.0
1,2012,oly,M,2.0,Wu Jingbiao,CHN,A,55.91,-130.0,130.0,133.0,133.0,1,-156.0,156.0,-161.0,156.0,5,289.0
2,2012,oly,M,3.0,Trần Lê Quốc Toàn,VIE,A,55.84,-125.0,-125.0,125.0,125.0,6,155.0,159.0,-162.0,159.0,2,284.0
3,2012,oly,M,5.0,Jadi Setiadi,INA,B,55.48,121.0,125.0,127.0,127.0,3,-150.0,150.0,-156.0,150.0,7,277.0
4,2012,oly,M,6.0,José Montes,MEX,A,55.8,112.0,-116.0,-116.0,112.0,15,150.0,157.0,-160.0,157.0,4,269.0
5,2012,oly,M,7.0,Sergio Rada,COL,A,55.89,-118.0,118.0,-121.0,118.0,10,148.0,151.0,-155.0,151.0,6,269.0
6,2012,oly,M,8.0,Carlos Berna,COL,A,55.55,-115.0,115.0,118.0,118.0,10,150.0,-153.0,-153.0,150.0,7,268.0
7,2012,oly,M,10.0,Sin Chol-bom,PRK,B,55.72,-110.0,110.0,113.0,113.0,14,145.0,-150.0,-150.0,145.0,11,258.0
8,2012,oly,M,11.0,Yasmani Romero,CUB,B,55.95,-112.0,112.0,-116.0,112.0,15,142.0,-146.0,146.0,146.0,10,258.0
9,2012,oly,M,12.0,Tom Goegebuer,BEL,B,55.88,111.0,115.0,-117.0,115.0,13,132.0,-137.0,-138.0,132.0,12,247.0
10,2012,oly,M,13.0,Manueli Tulo,FIJ,B,55.77,100.0,105.0,-110.0,105.0,17,128.0,-132.0,-132.0,128.0,13,233.0
11,2012,oly,M,14.0,Mirco Scarantino,ITA,B,55.42,-97.0,-97.0,97.0,97.0,18,123.0,128.0,-132.0,128.0,13,225.0
12,2012,oly,M,0.0,Sergio Álvarez,CUB,A,55.96,117.0,121.0,-125.0,121.0,8,-150.0,-150.0,-150.0,-150.0,18,0.0
13,2012,oly,M,0.0,Bekzat Osmonaliev,KGZ,A,55.93,120.0,125.0,127.0,127.0,3,-147.0,-147.0,-147.0,-147.0,17,0.0
14,2012,oly,M,0.0,Ruslan Makarov,UZB,A,55.96,-117.0,117.0,-119.0,117.0,12,-145.0,-145.0,-145.0,-145.0,16,0.0
15,2012,oly,M,0.0,Khalil El-Maaoui,TUN,A,55.39,127.0,130.0,132.0,132.0,2,0.0,0.0,0.0,0.0,15,0.0
16,2012,oly,M,0.0,Valentin Hristov,AZE,A,55.84,123.0,127.0,-130.0,127.0,3,154.0,-158.0,159.0,159.0,2,286.0
17,2012,oly,M,0.0,Florin Croitoru,ROU,A,55.9,121.0,-125.0,-125.0,121.0,8,-145.0,-145.0,147.0,147.0,9,268.0
