,Year,Event,Gender,Comp Rank,Athlete Name,Nationality,Group,Body Weight (kg),Snatch 1 (kg),Snatch 2 (kg),Snatch 3 (kg),Max Snatch,Snatch Rank,C/J 1 (kg),C/J 2 (kg),C/J 3 (kg),Max C/J,C/J Rank,Total
0,2008,oly,W,1.0,Jang Mi-ran,KOR,A,116.75,130.0,136.0,140.0,140.0,1,175.0,183.0,186.0,186.0,1,326.0
1,2008,oly,W,2.0,Ele Opeloge,SAM,A,123.89,113.0,116.0,119.0,119.0,4,145.0,150.0,-152.0,150.0,3,269.0
2,2008,oly,W,3.0,Mariam Usman,NGR,A,115.3,-115.0,115.0,-120.0,115.0,6,145.0,150.0,-156.0,150.0,3,265.0
3,2008,oly,W,4.0,Cheryl Haworth,USA,A,136.29,112.0,115.0,-118.0,115.0,6,140.0,144.0,-150.0,144.0,6,259.0
4,2008,oly,W,5.0,Yuliya Dovhal,UKR,A,96.05,-114.0,114.0,118.0,118.0,5,-140.0,140.0,-147.0,140.0,7,258.0
5,2008,oly,W,6.0,Deborah Lovely,AUS,A,94.19,109.0,113.0,-115.0,113.0,8,-135.0,135.0,-140.0,135.0,8,248.0
6,2008,oly,W,7.0,Victoria Mavridou,GRE,A,102.15,100.0,105.0,-110.0,105.0,9,121.0,126.0,-128.0,126.0,10,231.0
7,2008,oly,W,8.0,Cristina Cornejo,PER,A,117.5,93.0,97.0,-99.0,97.0,11,123.0,128.0,-130.0,128.0,9,225.0
8,2008,oly,W,0.0,Eva Dimas,ESA,A,86.85,100.0,-105.0,105.0,105.0,9,-125.0,-127.0,-127.0,-125.0,11,0.0
9,2008,oly,W,0.0,Olha Korobka,UKR,A,166.97,120.0,124.0,-127.0,124.0,2,150.0,153.0,0.0,153.0,2,0.0
10,2008,oly,W,0.0,Mariya Grabovetskaya,KAZ,A,112.93,-115.0,115.0,120.0,120.0,3,145.0,-150.0,150.0,150.0,3,0.0
