,Year,Event,Gender,Comp Rank,Athlete Name,Nationality,Group,Body Weight (kg),Snatch 1 (kg),Snatch 2 (kg),Snatch 3 (kg),Max Snatch,Snatch Rank,C/J 1 (kg),C/J 2 (kg),C/J 3 (kg),Max C/J,C/J Rank,Total
0,2004,oly,M,1.0,Zhang Guozheng,CHN,A,68.74,152.5,157.5,160.0,160.0,1,187.5,-192.5,-192.5,187.5,2,347.5
1,2004,oly,M,2.0,Lee Bae-young,KOR,A,68.43,147.5,-152.5,152.5,152.5,2,185.0,190.0,-195.0,190.0,1,342.5
2,2004,oly,M,3.0,Nikolaj Pešalov,CRO,A,68.07,-150.0,150.0,-155.0,150.0,3,182.5,187.5,-192.5,187.5,2,337.5
3,2004,oly,M,4.0,Turan Mirzayev,AZE,A,68.8,147.5,-152.5,-152.5,147.5,4,180.0,185.0,-190.0,185.0,4,332.5
4,2004,oly,M,5.0,Vencelas Dabaya,CMR,A,67.94,140.0,145.0,-147.5,145.0,7,182.5,-187.5,-192.5,182.5,5,327.5
5,2004,oly,M,6.0,Siarhei Laurenau,BLR,A,68.89,147.5,-152.5,-152.5,147.5,4,-170.0,-170.0,170.0,170.0,6,317.5
6,2004,oly,M,7.0,Romuald Ernault,FRA,B,68.63,142.5,-147.5,-147.5,142.5,8,165.0,-170.0,-170.0,165.0,8,307.5
7,2004,oly,M,8.0,Yukio Peter,NRU,B,68.71,130.0,135.0,-137.5,135.0,12,167.5,-175.0,0.0,167.5,7,302.5
8,2004,oly,M,9.0,Stănel Stoica,ROU,B,68.96,135.0,140.0,142.5,142.5,8,160.0,-167.5,-167.5,160.0,10,302.5
9,2004,oly,M,10.0,Kuo Cheng-wei,TPE,B,68.84,132.5,-135.0,-135.0,132.5,13,-165.0,165.0,-170.0,165.0,8,297.5
10,2004,oly,M,11.0,Julio Idrovo,ECU,B,68.31,135.0,140.0,-142.5,140.0,10,150.0,155.0,-160.0,155.0,12,295.0
11,2004,oly,M,12.0,Abdulmohsen Al-Bagir,KSA,B,68.54,127.5,-132.5,-135.0,127.5,14,155.0,-160.0,160.0,160.0,10,287.5
12,2004,oly,M,0.0,Jafar Al-Bagir,KSA,B,68.63,-135.0,-135.0,-135.0,-135.0,16,0.0,0.0,0.0,0.0,13,0.0
13,2004,oly,M,0.0,Miroslav Janíček,SVK,B,68.98,-125.0,125.0,-130.0,125.0,15,-155.0,-155.0,-155.0,-155.0,16,0.0
14,2004,oly,M,0.0,Mehdi Panzvan,IRI,A,68.01,147.5,-152.5,-152.5,147.5,4,-172.5,-172.5,-172.5,-172.5,17,0.0
15,2004,oly,M,0.0,Suriya Dattuyawat,THA,B,68.07,137.5,-142.5,-142.5,137.5,11,0.0,0.0,0.0,0.0,13,0.0
16,2004,oly,M,0.0,Youssef Sbai,TUN,A,68.41,-147.5,-147.5,-147.5,-147.5,17,0.0,0.0,0.0,0.0,13,0.0
