,Year,Event,Gender,Comp Rank,Athlete Name,Nationality,Group,Body Weight (kg),Snatch 1 (kg),Snatch 2 (kg),Snatch 3 (kg),Max Snatch,Snatch Rank,C/J 1 (kg),C/J 2 (kg),C/J 3 (kg),Max C/J,C/J Rank,Total
0,2012,oly,W,1.0,Rim Jong-sim,PRK,A,68.22,111.0,115.0,-117.0,115.0,1,142.0,-146.0,146.0,146.0,1,261.0
1,2012,oly,W,2.0,Roxana Cocoș,ROU,A,68.0,108.0,111.0,113.0,113.0,4,138.0,143.0,-146.0,143.0,2,256.0
2,2012,oly,W,3.0,Anna Nurmukhambetova,KAZ,A,68.71,110.0,115.0,-117.0,115.0,1,136.0,-140.0,-140.0,136.0,5,251.0
3,2012,oly,W,4.0,Ubaldina Valoyes,COL,A,68.98,108.0,111.0,-113.0,111.0,6,130.0,-135.0,135.0,135.0,6,246.0
4,2012,oly,W,5.0,Huang Shih-hsu,TPE,A,68.45,110.0,-115.0,-115.0,110.0,8,-130.0,130.0,131.0,131.0,8,241.0
5,2012,oly,W,6.0,Marie-Ève Beauchemin-Nadeau,CAN,B,68.92,-100.0,100.0,104.0,104.0,10,130.0,-134.0,135.0,135.0,6,239.0
6,2012,oly,W,7.0,Esmat Mansour,EGY,A,68.42,-105.0,105.0,-108.0,105.0,9,-130.0,130.0,-134.0,130.0,9,235.0
7,2012,oly,W,8.0,Ghada Hassine,TUN,B,68.64,97.0,-101.0,102.0,102.0,11,115.0,120.0,-125.0,120.0,10,222.0
8,2012,oly,W,9.0,Rosa Tenorio,ECU,B,68.72,-95.0,95.0,-100.0,95.0,12,-115.0,115.0,-120.0,115.0,11,210.0
9,2012,oly,W,10.0,Natasha Perdue,GBR,B,67.98,-92.0,92.0,-95.0,92.0,13,113.0,0.0,0.0,113.0,12,205.0
10,2012,oly,W,11.0,Mercy Obiero,KEN,B,67.85,72.0,-76.0,76.0,76.0,14,100.0,105.0,-111.0,105.0,13,181.0
11,2012,oly,W,0.0,Mun Yu-ra,KOR,B,68.56,-102.0,-102.0,-102.0,-102.0,15,0.0,0.0,0.0,0.0,14,0.0
12,2012,oly,W,0.0,Maryna Shkermankova,BLR,A,68.21,108.0,113.0,-117.0,113.0,4,135.0,140.0,143.0,143.0,2,0.0
13,2012,oly,W,0.0,Dzina Sazanavets,BLR,A,68.49,108.0,113.0,115.0,115.0,1,-136.0,136.0,141.0,141.0,4,0.0
14,2012,oly,W,0.0,Meline Daluzyan,ARM,A,68.65,111.0,-115.0,-115.0,111.0,6,-140.0,-140.0,-142.0,-140.0,15,0.0
