,Year,Event,Gender,Comp Rank,Athlete Name,Nationality,Group,Body Weight (kg),Snatch 1 (kg),Snatch 2 (kg),Snatch 3 (kg),Max Snatch,Snatch Rank,C/J 1 (kg),C/J 2 (kg),C/J 3 (kg),Max C/J,C/J Rank,Total
0,1984,oly,M,1.0,Petre Becheru,ROU),A,81.6,150.0,155.0,-157.5,155.0,1,190.0,195.0,200.0,200.0,1,355.0
1,1984,oly,M,2.0,Robert Kabbas,AUS),A,81.9,145.0,150.0,-152.5,150.0,2,185.0,192.5,-195.0,192.5,2,342.5
2,1984,oly,M,3.0,Ryoji Isaoka,JPN),A,81.8,150.0,-155.0,-155.0,150.0,2,190.0,-200.0,-207.5,190.0,3,340.0
3,1984,oly,M,4.0,Newton Burrowes,GBR),A,82.0,147.5,-152.5,-152.5,147.5,5,180.0,-190.0,-190.0,180.0,5,327.5
4,1984,oly,M,5.0,Ebraheem Elbakh,EGY),A,82.25,140.0,145.0,-147.5,145.0,6,172.5,-177.5,177.5,177.5,7,325.0
5,1984,oly,M,6.0,Lee Kang-seog,KOR),A,82.25,135.0,-140.0,140.0,140.0,9,175.0,182.5,-185.0,182.5,4,322.5
6,1984,oly,M,7.0,Yvan Darsigny,CAN),B,82.35,-137.5,137.5,142.5,142.5,7,170.0,177.5,180.0,180.0,5,322.5
7,1984,oly,M,8.0,Allister Nalder,NZL),B,81.25,-137.5,137.5,142.5,142.5,7,175.0,-180.0,-180.0,175.0,8,317.5
8,1984,oly,M,9.0,Arn Kritsky,USA),B,82.05,135.0,140.0,-142.5,140.0,9,-175.0,175.0,-182.5,175.0,8,315.0
9,1984,oly,M,10.0,Michael Bernard,NZL),B,82.3,-137.5,137.5,-142.5,137.5,12,175.0,-182.5,-182.5,175.0,8,312.5
10,1984,oly,M,11.0,Bertil Sollevi,SWE),A,81.85,-135.0,135.0,-140.0,135.0,13,175.0,-182.5,-182.5,175.0,8,310.0
11,1984,oly,M,12.0,Anthony Supple,GBR),B,81.45,-135.0,135.0,-140.0,135.0,13,172.5,-177.5,-177.5,172.5,13,307.5
12,1984,oly,M,13.0,Mahmoud Mahmoud,EGY),B,79.95,135.0,-140.0,140.0,140.0,9,-162.5,162.5,-170.0,162.5,15,302.5
13,1984,oly,M,14.0,Juan Rejas,PER),B,78.5,120.0,-125.0,-125.0,120.0,15,150.0,-155.0,-155.0,150.0,16,270.0
14,1984,oly,M,0.0,Yusuf Dalginli,TUR),B,79.2,-140.0,-140.0,-142.5,-140.0,19,0.0,0.0,0.0,0.0,17,0.0
15,1984,oly,M,0.0,Ricardo Salas Espinoza,PAN),B,79.55,-135.0,-135.0,-135.0,-135.0,16,162.5,-170.0,172.5,172.5,13,0.0
16,1984,oly,M,0.0,Keijo Tahvanainen,FIN),B,82.05,-137.5,-137.5,-137.5,-137.5,17,175.0,-180.0,-180.0,175.0,8,0.0
17,1984,oly,M,0.0,Vassilios Stavridis,GRE),B,81.55,-137.5,-137.5,-137.5,-137.5,17,0.0,0.0,0.0,0.0,17,0.0
18,1984,oly,M,0.0,Giuseppe Lagrotteria,ITA),B,81.65,150.0,-155.0,-155.0,150.0,2,0.0,0.0,0.0,0.0,17,0.0
