,Year,Event,Gender,Comp Rank,Athlete Name,Nationality,Group,Body Weight (kg),Snatch 1 (kg),Snatch 2 (kg),Snatch 3 (kg),Max Snatch,Snatch Rank,C/J 1 (kg),C/J 2 (kg),C/J 3 (kg),Max C/J,C/J Rank,Total
0,2004,oly,W,1.0,Tang Gonghong,CHN,A,119.52,-122.5,122.5,-127.5,122.5,8,-172.5,172.5,182.5,182.5,1,305.0
1,2004,oly,W,2.0,Jang Mi-ran,KOR,A,113.34,125.0,130.0,-132.5,130.0,1,165.0,-170.0,172.5,172.5,2,302.5
2,2004,oly,W,3.0,Agata Wróbel,POL,A,124.68,125.0,130.0,-132.5,130.0,1,160.0,-167.5,-170.0,160.0,3,290.0
3,2004,oly,W,4.0,Viktória Varga,HUN,A,93.69,125.0,127.5,-130.0,127.5,4,152.5,155.0,-162.5,155.0,4,282.5
4,2004,oly,W,5.0,Viktoriya Shaymardanova,UKR,A,88.14,122.5,127.5,130.0,130.0,1,-150.0,-150.0,150.0,150.0,8,280.0
5,2004,oly,W,6.0,Cheryl Haworth,USA,A,131.95,125.0,0.0,0.0,125.0,5,150.0,152.5,155.0,155.0,4,280.0
6,2004,oly,W,7.0,Olha Korobka,UKR,A,156.19,-125.0,125.0,-130.0,125.0,5,155.0,-160.0,-167.5,155.0,4,280.0
7,2004,oly,W,8.0,Vasiliki Kasapi,GRE,A,120.57,120.0,-125.0,125.0,125.0,5,145.0,150.0,152.5,152.5,7,277.5
8,2004,oly,W,9.0,Carmenza Delgado,COL,A,94.37,-120.0,-120.0,120.0,120.0,9,145.0,-150.0,150.0,150.0,8,270.0
9,2004,oly,W,10.0,Manuela Rejas,PER,A,108.52,90.0,92.5,95.0,95.0,10,122.5,-125.0,125.0,125.0,10,220.0
10,2004,oly,W,11.0,Reanna Solomon,NRU,A,136.85,90.0,-95.0,95.0,95.0,10,-122.5,122.5,125.0,125.0,10,220.0
11,2004,oly,W,12.0,Ivy Shaw,FIJ,A,83.7,80.0,85.0,-90.0,85.0,12,-100.0,100.0,-110.0,100.0,12,185.0
